Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
Spink8	0	0	1	0	2	2	1	2	0	1	1	1
AK018937	0	0	0	0	0	0	0	1	0	2	4	0
Plin1	3	0	0	1	3	1	2	1	1	4	2	0
Dync1i2	3282	2770	2690	2572	4988	1857	5400	2584	2696	2591	1961	2819
Tspo2	11	5	0	2	3	2	11	7	23	1	1	0
9130204L05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Olfr170	0	0	0	0	0	0	1	0	0	0	1	0
Gtf2a1l	6	3	1	1	2	0	2	0	4	1	2	4
AK146937	26	0	7	1	5	1	9	7	26	1	4	4
DQ725337	0	0	0	0	0	0	0	0	0	0	0	0
G3bp1	9658	8874	10455	8310	15823	3609	16825	5792	8240	10995	6880	10054
Abtb2	310	585	526	461	1117	387	1186	674	264	455	352	636
Cyp7a1	2	0	1	1	3	0	3	2	1	4	1	2
AK081140	131	79	154	154	202	192	191	166	83	197	126	175
AK014089	52	29	83	34	68	60	83	53	58	52	48	50
Chd6	3377	3172	2988	2136	5598	2886	6063	3385	2511	3697	2446	3161
1600025M17Rik	0	3	0	0	4	0	1	0	0	0	0	2
Pou5f1-rs4	0	0	0	0	0	0	4	0	0	0	0	1
AK082264	0	0	0	11	0	3	7	6	0	13	12	16
Adamts2	806	107	71	39	193	693	180	879	739	95	71	128
Gtf2f2	728	763	786	667	1515	277	1687	408	682	681	508	807
DQ687314	0	0	0	0	0	0	0	0	0	0	0	0
Col16a1	2952	373	204	252	657	2014	696	2597	2656	205	121	272
Btg4	0	0	0	0	0	0	1	0	0	4	0	1
Psma3	5360	3909	3910	3306	7302	1725	8027	2750	4571	3624	2192	4007
Ikzf1	91	77	107	127	115	81	122	77	74	164	110	163
Dyrk1a	1964	1963	2121	1621	3340	1195	3585	1628	1601	2493	1651	2152
Ikbkg	898	791	812	645	1423	521	1573	756	723	885	547	838
DQ710884	0	0	0	0	0	0	0	0	0	0	0	0
DQ686089	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h3c2	10934	4493	9752	11047	15246	2549	15371	3223	9158	4763	9808	15480
DQ688995	0	0	0	0	0	0	0	0	0	0	0	0
KY467571	2	3	1	0	1	0	2	1	4	4	0	2
Defb25	4	0	0	2	2	1	1	1	4	0	0	2
Trim58	2	9	10	4	7	1	12	0	5	17	6	18
Olfr71	0	0	0	0	0	0	0	0	0	2	1	0
2610306M01Rik	89	78	77	74	197	59	189	92	82	77	68	131
Pdcd4	1515	1172	925	794	2323	1227	2416	1550	1261	1044	563	1018
Hbb-bh1	435	6938	20473	32539	18969	91	20909	118	383	15837	15272	41123
DQ564194	0	0	0	0	0	0	0	0	0	0	0	0
4930546C10Rik	1	0	0	0	0	0	5	0	0	1	0	0
Mir7005	0	0	0	0	0	0	0	0	0	0	0	0
Nudt9	824	542	778	598	1102	339	1186	575	767	671	474	771
Olfr218	0	0	0	0	1	0	1	1	0	0	1	0
Prickle4	37	47	49	42	75	22	63	36	39	30	30	55
AK136422	21	12	41	23	31	44	39	28	9	42	32	44
DQ554268	0	0	0	0	0	0	0	0	0	0	0	0
DQ540913	0	0	0	0	0	0	0	0	0	0	0	0
F11	0	0	0	1	0	0	0	0	0	1	0	0
Fer1l5	1	2	1	1	2	2	6	2	0	4	1	0
4932413F04Rik	8	3	12	15	15	6	8	10	10	9	9	6
Gm11938	0	0	0	0	0	0	0	0	0	1	1	0
DQ543428	0	0	0	0	0	0	0	0	0	0	0	0
DQ555431	0	0	0	0	0	0	0	0	0	0	0	0
AK213200	0	0	0	0	0	0	0	0	0	0	0	0
Msh5	54	25	42	64	64	20	86	26	36	28	31	50
Olfr1148	0	0	0	0	1	0	0	0	0	0	0	0
Cd209e	0	0	0	0	6	0	1	0	0	0	0	0
Polg2	160	186	211	177	365	128	357	192	180	177	102	243
DQ549987	0	0	0	0	0	0	0	0	0	0	0	0
4933417A18Rik	0	0	0	0	4	0	0	0	0	0	2	0
Ripor1	296	80	201	158	180	258	232	246	226	187	198	202
Pou5f2	8	8	17	14	14	21	16	21	8	7	17	17
Olfr1537	0	0	0	0	0	1	0	0	0	0	0	0
Tfb1m	223	238	285	214	399	126	421	196	191	303	204	275
Dclre1a	436	450	347	266	664	210	676	323	327	418	270	359
1700028M03Rik	0	0	0	0	0	0	2	0	0	0	1	0
KY467748	0	0	0	0	0	0	0	1	1	0	1	0
Cux2	85	139	212	134	259	123	246	186	120	311	121	308
Pck2	1986	447	432	287	765	339	883	517	1656	397	283	452
Gm20865	0	1	0	0	0	0	0	0	0	0	0	0
Akr1d1	0	0	0	0	0	0	0	0	0	1	0	0
DQ697124	0	0	0	0	0	0	0	0	0	0	0	0
DQ548010	0	0	0	0	0	0	0	0	0	0	0	0
St8sia1	77	102	437	171	239	97	217	149	89	535	251	503
Lhx8	4	3	5	208	8	246	9	413	7	2	116	5
AB335713	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r234	0	0	0	0	0	0	0	0	0	0	0	0
Mir665	0	0	0	0	0	0	0	0	0	0	0	0
DQ694024	0	0	0	0	0	0	0	0	0	0	0	0
DQ699740	66	67	126	91	133	37	121	59	52	123	87	123
Mslnl	0	0	0	1	3	27	0	23	3	1	1	1
Fgf18	60	30	35	26	52	50	53	62	50	46	30	33
Ggact	131	69	71	49	167	69	186	153	177	67	57	100
DQ718635	0	0	0	0	0	0	0	0	0	0	0	0
Mkln1	1632	1427	1524	1249	2553	1106	2812	1369	1350	1544	1156	1668
Defa24	0	0	0	0	0	0	0	0	0	0	0	0
Ercc1	652	445	548	498	923	239	897	421	619	443	366	563
AB352444	0	5	8	5	7	5	17	3	1	5	11	5
Gm6710	1086	730	806	628	1093	625	1419	725	734	1064	556	838
Tpm4	15481	12590	11737	9881	22096	4996	24080	7641	13225	11858	7261	11743
Cyth1	692	678	552	501	1086	419	1152	630	529	512	360	627
Dcaf6	501	367	267	250	586	475	633	649	512	312	222	304
Ssb	6844	6062	5946	4500	10293	2325	11098	3542	5340	6437	3517	5863
AK012891	13	5	10	11	23	16	27	19	12	7	7	18
Bri3bp	1519	1570	1879	1463	2966	803	3103	1077	1285	1858	1365	1715
4930473A02Rik	3	7	9	7	10	5	13	10	3	6	5	5
Rps9	22862	14060	19604	14062	31020	9319	35762	16234	20205	13531	10578	19998
Cfap77	2	1	4	7	2	3	8	2	9	0	9	3
Cry2	343	303	418	333	595	345	633	485	318	503	349	445
AK217388	4	1	1	1	4	0	0	0	0	0	4	4
AK133550	25	16	33	19	26	19	39	26	18	28	20	21
Sfi1	505	494	485	442	935	478	914	577	466	579	438	523
AK006768	0	0	0	0	2	0	0	0	0	0	0	1
Cdt1	912	662	1164	857	1392	339	1466	481	697	1091	857	1091
Nefl	113	135	1428	2492	206	2109	234	2465	195	1941	1367	3589
V delta 6, TcR	0	0	0	0	0	0	0	0	0	0	0	0
DQ544817	0	0	0	0	0	0	0	0	0	0	0	0
Nme8	1	0	0	0	0	0	2	0	2	0	1	0
Ppp4r3a	2697	2999	3409	2648	5046	1519	5366	1899	2060	4081	2475	3445
Vmn1r214	0	1	0	0	0	0	0	0	0	0	0	2
Slc35b3	302	219	205	192	486	231	497	262	257	166	144	246
Trim69	0	0	0	0	2	1	2	0	5	2	1	3
Clca3a2	17	0	0	0	2	13	0	10	3	0	2	0
Rassf7	202	367	421	385	797	163	835	280	205	387	300	433
Pldi	0	1	0	0	0	0	0	0	0	0	0	0
Mir5124b	0	0	0	0	0	0	0	0	0	0	0	0
Actrt1	0	0	0	0	0	0	0	0	0	0	1	0
Polr2m	5653	5457	6824	5498	9886	2697	10609	4209	4878	6631	4351	6513
abParts	78	13	12	22	43	51	62	60	46	21	32	31
Defa20	0	0	0	0	0	0	0	0	0	0	0	0
Stam2	820	582	721	488	1069	451	1164	585	666	818	512	745
Ces2b	13	4	0	1	3	3	2	1	12	1	0	1
Rps25	14565	6822	9298	8297	17335	5267	19600	7643	12548	5924	5879	10652
D130040H23Rik	129	100	94	104	171	100	227	123	73	107	86	105
Tk2	243	275	325	261	449	181	536	269	191	353	226	331
Itgb1	13385	6281	5134	4551	10713	5130	11585	7238	10526	5088	2974	5854
DQ711988	0	0	0	0	0	0	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	3	0	1	0	0	1	1	0
4930483O08Rik	0	0	2	0	0	1	1	1	0	0	1	0
Tulp3	562	433	547	479	829	443	915	644	459	537	381	502
Fem1a	1792	1502	1389	1237	2582	975	2952	1634	1535	1716	986	1606
Vmn1r179	0	0	0	0	0	0	0	0	0	1	1	0
DQ556400	0	0	0	0	0	0	0	0	0	0	0	0
4930592C13Rik	4	0	0	0	1	1	0	2	1	1	0	0
4930413F20Rik	10	1	1	0	14	9	14	16	10	2	0	3
DQ726248	0	0	0	0	0	0	0	0	0	0	0	0
Dlat	1218	1095	1194	1063	2146	558	2229	882	1163	1307	848	1219
9130019P16Rik	1	6	3	4	6	1	9	4	3	4	5	4
Dlx4	3	31	6	18	43	25	49	29	0	7	11	9
DQ703915	0	0	0	0	0	0	0	0	0	0	0	0
Zfp87	349	341	295	256	611	240	677	320	307	351	243	327
AK051019	7	12	32	39	21	19	21	18	5	30	68	36
AK014836	82	163	214	154	221	145	271	146	79	179	162	179
Tdpoz4	0	0	0	0	2	0	1	0	0	1	0	0
Sept12	2	0	0	0	4	0	0	0	0	1	0	0
AB336827	0	0	0	0	0	0	0	0	0	0	0	0
Hes3	0	0	45	25	1	3	2	1	3	43	40	12
Cxcr3	5	1	0	1	2	0	3	2	9	3	0	0
DQ696026	0	0	0	0	0	0	0	0	0	0	0	0
AK161589	5	1	2	1	1	0	4	2	0	0	0	1
Fap	219	176	310	67	333	320	354	350	228	257	49	353
Prkar1b	254	107	73	94	161	289	155	460	243	66	75	80
Alg12	193	160	203	158	332	114	354	174	173	148	125	181
DQ723659	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4f	1	1	2	1	4	0	2	6	0	0	1	0
C1d	1577	1003	1002	962	2017	622	2345	895	1318	750	579	1205
DQ550513	0	0	0	0	0	0	0	0	0	0	0	0
Rasgrp1	30	8	4	18	18	18	12	37	31	7	11	6
AK043474	8	7	24	9	20	7	12	6	4	22	16	16
Trp73	3	89	3	21	132	117	159	136	3	16	32	10
Sdhaf3	116	97	68	72	196	47	223	72	115	76	70	110
Mir700	0	0	0	0	0	0	0	0	0	0	0	0
Dis3l	735	496	548	471	931	358	1016	469	591	623	426	554
1700018L02Rik	41	55	38	54	80	41	101	47	40	44	49	47
DQ540346	0	0	0	0	0	0	0	0	0	0	0	0
Mir1b	0	0	0	1	0	2	1	1	0	2	1	2
Zfp131	1560	1352	1420	1240	2304	784	2418	1192	1313	1533	914	1383
Olfr467	0	0	0	0	0	0	0	0	0	0	3	0
Tas2r118	0	0	0	0	0	0	0	0	0	0	1	0
DQ713554	0	0	0	0	0	0	0	0	0	0	0	0
AK039749	2	6	5	5	15	3	9	4	1	8	5	5
Hoxb4	888	191	1009	6	407	6	419	1	738	1058	82	972
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0	2
Ptges	541	255	183	176	513	195	555	300	455	162	176	183
Sorcs3	19	40	35	46	65	72	99	99	25	49	44	60
Gm38436	0	2	0	0	4	0	6	0	0	1	2	2
Zfp950	729	569	524	417	1006	1037	1060	1045	546	567	434	658
Cd52	39	15	10	10	24	31	19	25	38	3	12	14
DQ710218	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw27	0	0	0	1	0	2	0	1	0	0	1	0
P2ry4	1	2	1	0	1	2	3	1	0	6	4	1
DQ703634	0	0	0	0	0	0	0	0	0	0	0	0
Zfp971	974	751	839	620	1297	640	1451	786	684	826	529	773
Fgf17	5	25	10	98	31	5	52	5	3	104	129	98
C1qtnf6	298	67	66	61	119	191	172	271	275	55	28	78
St18	1	2	174	220	3	30	2	43	4	288	228	316
Etd	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a6b	108	11	13	20	34	30	34	64	85	11	10	27
4930594C11Rik	0	15	10	3	17	14	12	17	1	9	12	6
Olfr281	0	1	0	0	0	0	1	0	0	0	0	0
Trim23	640	645	532	436	1160	362	1222	571	565	514	338	575
2310034O05Rik	0	0	0	0	2	1	1	0	4	1	2	0
Mad2l1bp	217	111	163	167	302	104	320	185	217	141	119	189
BC054353	39	44	53	27	72	28	86	45	49	30	20	55
A630012P03Rik	1	0	1	1	3	2	3	4	0	1	0	5
Trp53cor1	6	13	10	8	28	14	16	11	6	16	9	13
Gm45618	0	0	0	0	0	0	0	0	0	0	0	1
AK021383	45	38	89	55	60	43	82	60	47	69	68	88
AK149000	6	1	3	8	1	7	3	7	2	4	6	9
Olfr570	0	0	0	0	0	0	1	1	0	1	0	0
Hist1h1t	108	47	50	56	113	38	148	60	126	37	26	77
AB341034	0	0	0	0	0	0	0	0	0	0	0	0
Anapc13	377	207	315	249	551	143	570	245	343	234	224	353
Gm12866	1	3	4	3	2	2	1	2	1	2	5	5
DQ551099	0	0	0	0	0	0	0	0	0	0	0	0
Cdx4	0	0	1	0	0	0	0	0	0	56	0	28
Vsig2	70	5	8	5	12	11	15	16	52	3	4	15
Mir101a	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf13b	9	6	4	1	6	2	3	6	3	3	1	3
DQ696441	0	0	0	0	0	0	0	0	0	0	0	0
DQ693129	0	0	0	0	0	0	0	0	0	0	0	0
AB343393	0	0	0	0	0	0	0	0	0	0	0	0
Dmac2	360	317	304	210	560	180	554	244	331	267	161	293
Gm16835	63	20	43	38	55	28	57	30	52	34	34	31
Jakmip2	16	128	241	264	255	151	280	210	15	362	367	300
AK076734	0	0	5	1	2	2	0	4	0	6	2	7
BC030500	1	22	15	7	32	8	29	20	2	20	7	16
DQ715285	0	0	0	0	0	0	0	0	0	0	0	0
DQ705017	0	0	0	0	0	0	0	0	0	0	0	0
KY467811	1	1	0	2	1	1	1	1	0	0	0	0
Capza1	5408	3699	3786	3087	6607	2238	7213	3272	4280	4163	2441	3907
AK081464	121	98	125	96	189	71	172	80	77	105	83	144
B230110G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cacnb3	878	780	799	693	1352	741	1486	1260	840	796	602	924
Sult1a1	37	7	16	12	26	44	19	44	42	16	9	9
DQ558919	0	0	0	0	0	0	0	0	0	0	0	0
Zfp982	459	702	534	408	1277	290	1379	462	421	703	308	577
Akr1c21	0	0	0	4	3	0	3	0	3	0	3	0
Fkbp14	917	312	310	228	550	495	660	652	684	226	166	297
DQ706496	0	0	0	0	0	0	0	0	0	0	0	0
DQ717895	0	0	0	0	0	0	0	0	0	0	0	0
DQ717392	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip2	89	270	93	75	425	254	510	363	68	100	58	94
Sh2b3	831	354	505	331	662	379	736	486	687	532	339	478
Igf2r	23872	7912	8203	5235	13967	7129	14886	8577	18758	7776	4338	8468
Traf3	1020	794	963	677	1441	748	1564	1043	893	1305	728	991
Rwdd1	1647	1204	1470	1240	2480	576	2689	959	1491	1169	870	1482
Pclaf	7054	5571	7063	5226	9955	1672	10596	2425	5585	6494	3697	6148
Vmn1r174	0	0	0	0	0	0	0	0	0	1	2	0
Entpd5	407	189	213	167	311	285	368	350	330	186	148	192
Use1	1086	684	782	606	1494	685	1840	1066	994	450	426	880
Gm8693	0	0	0	0	0	0	0	0	0	1	2	0
Trim47	178	38	33	48	68	63	83	93	164	49	44	57
4930509K18Rik	0	5	0	0	0	0	2	0	0	0	0	0
Olfr1513	0	0	0	0	0	0	0	0	0	1	0	3
AK205936	0	0	0	0	0	0	0	0	0	0	0	0
Tmem216	372	264	312	267	547	161	687	264	299	211	169	296
Fam183b	0	0	6	13	1	3	0	0	1	7	12	11
Lrrtm2	81	53	81	99	110	171	118	133	51	126	89	129
Olfr461	0	0	0	0	1	2	1	3	0	0	2	0
Hoxc6	2	120	376	0	197	1	207	0	3	331	2	315
Zfp600	0	0	0	6	8	0	0	0	4	4	4	4
AK021007	2	0	2	1	4	1	0	0	0	0	0	0
DQ684929	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim4	213	1004	720	566	1909	642	2309	942	199	532	283	815
Klhl42	1102	695	610	562	1276	715	1406	1019	866	659	483	668
Them5	0	2	0	0	6	33	1	34	0	0	0	0
4930444M15Rik	4	0	1	1	3	0	3	2	2	0	6	0
Vmn1r-ps103	0	1	0	0	0	0	1	0	0	1	0	0
Mir1188	0	0	0	0	1	1	0	0	0	0	0	2
Zbtb9	656	639	723	541	1210	310	1236	508	558	733	434	757
Gm15350	7	2	4	0	1	8	10	5	0	3	2	3
Gfy	0	0	1	0	1	6	0	12	0	1	4	0
Gm11981	0	0	0	0	0	0	0	0	0	0	0	0
DQ686574	0	0	0	0	0	0	0	0	0	0	0	0
Actg1	40251	30869	38020	32156	60364	18956	67170	27406	34255	33356	27665	40711
Trps1	2450	3285	1798	1293	5648	6346	5877	8775	1765	2500	1352	2036
A530016L24Rik	0	15	0	0	30	2	36	1	7	0	2	1
Nup37	1046	781	915	648	1542	269	1759	465	875	634	498	849
Slc29a3	247	198	182	145	289	242	338	365	198	220	187	226
DQ703899	0	0	0	0	0	0	0	0	0	0	0	0
Slc29a4	64	101	108	141	210	77	218	116	63	157	130	187
Map9	288	269	232	229	474	244	536	302	228	290	209	277
Chuk	1150	1072	1058	934	1612	588	1759	846	891	1077	726	1063
Lrrc69	2	1	0	0	2	2	2	0	0	0	0	0
Gabra3	115	36	61	29	78	54	86	71	96	54	30	83
Pik3cg	165	24	39	51	66	92	70	105	140	22	25	43
Mir3970	0	0	0	0	0	0	0	0	0	0	0	0
1700039M10Rik	1	1	1	2	2	1	2	0	1	1	0	0
Fabp2	0	2	0	1	0	0	2	2	0	0	0	0
DQ711004	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef5	1446	809	461	379	1302	604	1463	719	1113	493	275	457
Olfr103	0	0	0	0	0	0	0	0	0	1	0	0
Nipal1	2	13	15	4	26	60	22	77	1	17	4	15
DQ714579	0	0	0	0	0	0	0	0	0	0	0	0
AK018134	13	17	54	47	25	15	35	22	14	78	44	61
Psma1	3438	2514	2781	2217	5240	1134	5730	1782	2873	1923	1671	2791
DQ551306	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb17	1000	1274	1269	971	2275	514	2454	978	1046	1267	826	1322
KY467520	2	4	15	25	7	16	12	14	8	12	12	9
Larp1	2542	1899	3395	2266	3541	1680	3739	2012	2187	4098	2507	3044
AK042227	6	9	23	14	24	16	19	13	3	21	21	31
Yjefn3	31	19	25	23	36	12	41	18	21	22	21	27
2210016F16Rik	779	393	606	493	865	323	962	527	717	478	376	604
DQ705113	0	0	0	0	0	0	0	0	0	0	0	0
DQ690769	0	0	0	0	0	0	0	0	0	0	0	0
P2rx2	78	11	12	11	24	32	20	33	55	10	10	10
Mab21l1	47	956	92	536	1703	584	1890	1051	45	156	398	141
Sez6	3	2	6	14	2	16	6	27	3	18	30	17
DQ567827	0	0	0	0	0	0	0	0	0	0	0	0
Olfr569	0	0	0	0	0	0	1	1	0	1	0	0
Pcnp	3066	3056	3156	2646	5484	1414	5876	2075	2578	3009	2070	3304
Gm10057	0	0	0	0	0	0	0	0	0	0	0	0
Mir1192	0	0	0	0	0	0	0	0	0	0	0	0
Olfr110	0	0	0	0	0	0	0	0	0	2	0	0
DQ540240	0	0	0	0	0	0	0	0	0	0	0	0
4930526I15Rik	84	69	97	87	132	84	183	129	89	92	65	86
Ripor3	158	20	42	33	48	122	49	161	144	41	27	44
Mllt6	2092	2217	2060	1532	3896	1333	4194	1901	1956	2460	1387	2272
AK037547	9	17	11	17	19	12	28	9	10	18	11	20
AK020898	13	11	19	10	27	12	18	13	9	16	15	19
Jmjd4	575	821	771	553	1327	383	1432	602	443	896	501	767
DQ712765	0	0	0	0	0	0	0	0	0	0	0	0
5033404E19Rik	0	2	0	2	3	0	0	1	0	2	3	7
1700094J05Rik	1	0	0	1	6	2	6	3	1	3	1	5
Prl2c3	0	60	35	5	126	8	132	4	0	4	9	20
DQ686731	0	0	0	0	0	0	0	0	0	0	0	0
Bcam	3654	2758	1798	1657	4795	1513	5195	2242	3193	1528	895	1825
Pcgf6	524	842	974	724	1461	307	1413	389	426	935	615	861
Olfr1308	0	0	0	0	0	0	0	0	0	1	1	0
DQ713311	0	0	0	0	0	0	0	0	0	0	0	0
Hyal6	0	0	1	0	1	0	2	0	0	0	2	1
Fer1l4	0	4	2	3	7	5	3	3	0	5	5	4
DQ545165	0	0	0	0	0	0	0	0	0	0	0	0
Odaph	1	1	0	0	2	0	0	0	0	0	1	1
AK043149	6	8	23	8	14	10	17	12	16	16	14	14
Pus3	618	648	594	499	1227	312	1257	467	469	617	401	587
Rrn3	2431	2336	2777	2113	4160	1057	4518	1644	2192	3039	1863	2790
H2afy3	4	4	10	3	5	4	8	5	8	11	3	6
Usp22	5649	5177	5967	4821	9241	3532	9964	5204	5265	6826	4432	6434
Myh7b	11	21	45	30	43	43	55	48	34	55	29	60
Olfr1453	0	0	2	0	0	0	1	0	0	0	1	0
Gpc6	1270	1102	1544	958	2067	1359	2176	1875	901	1463	1079	1511
Gnb4	960	505	581	437	804	556	786	701	839	525	350	599
AK085942	9	7	16	8	29	15	37	10	5	10	9	18
Cabp2	0	0	0	2	0	0	1	0	0	1	1	0
n-R5s117	0	0	0	0	0	0	0	0	0	0	0	0
Banp	800	746	963	700	1311	479	1427	626	652	1019	555	1038
BC047460	27	2	101	0	0	0	0	44	0	148	0	35
Mir3063	0	0	0	0	0	0	0	0	0	0	0	0
DQ689802	0	0	0	0	0	0	0	0	0	0	0	0
Stx11	52	30	21	24	61	51	69	93	46	20	34	35
Racgap1	3541	2047	2618	1976	3706	1234	3888	1781	2937	2896	2120	2715
Ccnt2	1477	1726	2094	1612	3098	1244	3316	1535	1249	2328	1706	2128
Capn15	450	432	587	409	786	344	837	463	372	654	439	644
Gm44	0	0	0	0	0	0	0	0	0	0	2	0
Lamb1	8145	3876	3256	2199	7264	3882	7838	5359	6267	3118	1467	3432
Pof1b	25	38	13	14	64	91	57	109	43	9	8	6
Mir5114	0	0	0	0	0	0	0	0	0	0	0	0
Eml5	332	156	522	580	251	295	285	319	258	677	838	527
DQ549792	0	0	0	0	0	0	0	0	0	0	0	0
DQ713299	0	0	0	0	0	0	0	0	0	0	0	0
AB339916	0	0	0	0	0	0	0	0	0	0	0	0
DQ540316	0	0	0	0	0	0	0	0	0	0	0	0
AB346810	0	0	0	0	0	0	0	0	0	0	0	0
3830403N18Rik	5	8	7	9	8	0	14	5	22	6	2	12
Dnaja1	6578	6300	7204	5838	11605	2752	12231	4208	5475	6975	4392	7466
Zfp738	615	434	376	351	760	452	747	491	382	479	292	376
Acp5	55	72	105	172	220	25	200	51	33	125	93	253
Tex21	4	2	0	0	2	0	1	2	0	1	2	0
DQ569753	0	0	0	0	0	0	0	0	0	0	0	0
Tmem11	810	437	714	548	1010	315	1161	493	797	454	389	755
Gm8978	0	0	0	0	1	0	1	0	0	0	0	0
Rapgef1	2514	2391	3095	2259	4253	1483	4755	2372	2186	3693	2276	3008
AK048798	22	20	31	34	29	25	46	22	13	40	34	38
Vmn1r56	0	0	0	0	1	0	3	0	0	1	1	0
Trpv5	0	0	0	0	0	0	0	0	1	3	2	0
Klf17	0	1	1	1	4	1	2	1	2	3	4	0
Mir376a	0	0	0	0	0	0	0	0	0	0	0	0
DQ568341	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0	0	0	0	0
DQ542302	0	0	0	0	0	0	0	0	0	0	0	0
Kcne3	16	69	60	59	215	19	214	58	15	26	38	62
AK140738	1	1	0	0	1	12	0	7	1	0	3	0
DQ694892	0	0	0	0	0	0	0	0	0	0	0	0
Nabp2	433	466	754	565	949	194	970	288	348	575	501	740
AB349586	0	0	0	0	0	0	0	0	0	0	0	0
Sppl2a	1218	1290	907	747	2154	996	2112	1263	936	883	589	919
DQ701088	0	0	0	0	0	0	0	0	0	0	0	0
Mgll	625	100	81	100	154	152	112	196	463	86	56	140
Cd180	31	4	5	6	4	16	11	18	14	5	7	5
1700020M21Rik	1	0	0	0	0	0	0	0	0	1	0	0
Gm11567	0	0	0	0	0	0	0	0	0	0	0	1
Styk1	24	30	9	7	75	3	79	17	23	11	2	19
Abca1	2750	780	632	434	1307	1785	1361	2355	1897	702	350	790
Nts	12	12	3	9	13	63	10	149	23	0	0	2
AK019541	0	0	0	0	5	0	3	0	0	1	3	0
Mthfsd	612	456	554	468	885	297	992	426	546	481	341	553
Mfsd4a	598	373	529	330	690	502	763	569	405	600	347	455
Tial1	1506	1210	1437	1282	2167	1119	2258	1415	1045	1590	1061	1472
Gm11992	2	3	4	4	5	6	7	3	5	7	15	8
Gm11236	0	0	0	0	0	0	0	0	0	0	0	0
Tmcc3	159	179	68	52	326	152	382	193	145	107	68	76
Ppp6c	978	615	787	661	1107	384	1282	572	747	749	560	735
DQ710678	0	0	0	0	0	0	0	0	0	0	0	0
Arl3	879	676	964	888	1623	448	1796	765	730	655	751	1017
Gm20740	0	0	0	0	0	0	0	0	0	1	1	0
AK155877	0	1	1	2	3	0	1	0	1	12	3	3
Pcdhb5	59	20	7	2	36	39	55	75	32	9	9	7
Cfp	99	97	106	62	139	83	165	90	73	102	89	107
Rab2a	4062	2651	2633	2299	5219	1886	5383	2772	3616	2506	1749	2936
DQ703007	0	0	0	0	0	0	0	0	0	0	0	0
AK046962	15	5	42	37	13	30	32	32	5	40	62	63
Speer5-ps1	0	0	1	0	0	0	0	1	0	0	0	0
Arhgef11	1023	790	829	642	1371	640	1452	928	863	978	576	865
Kcns1	2	6	2	5	11	15	14	22	5	2	0	4
Mrpl52	1085	563	730	676	1308	458	1520	624	945	492	517	890
Plk5	4	0	0	7	14	12	14	36	5	1	7	4
Vmn1r67	0	0	0	0	0	0	1	0	0	0	0	0
Rangrf	492	345	450	386	906	153	1003	238	506	304	310	502
Olfr1248	0	0	0	0	0	0	1	0	0	3	0	0
9330175M20Rik	1	0	1	0	1	2	0	0	2	0	2	2
Dolpp1	392	358	483	416	643	178	782	295	325	476	327	539
Rhog	232	163	148	141	280	121	273	222	193	167	118	194
D930016D06Rik	335	303	399	312	589	297	640	309	272	538	341	476
Kank4os	18	8	13	14	13	14	17	5	7	10	6	4
Rabggta	426	371	396	347	722	230	730	403	397	388	225	397
Gm8882	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd4b5	24	35	35	20	79	24	70	32	23	38	42	26
Tceal1	241	114	103	103	278	112	272	167	205	100	87	107
Tyms-ps	11	12	12	8	26	13	14	10	7	22	13	15
Mir7014	0	0	0	0	0	0	0	0	0	0	0	0
Rbm43	332	131	103	75	249	99	249	140	254	104	54	108
AK046349	0	1	0	0	3	4	3	0	0	1	1	2
AK088966	9	2	10	5	11	31	11	18	13	18	7	17
Leng9	58	35	27	26	72	43	98	71	47	26	29	35
Ndufb4	1682	788	834	992	1741	539	1988	878	1584	508	492	968
AK156477	169	213	373	199	379	161	428	195	116	352	254	364
