Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
Alms1	7.55	15.31	15.22	10.49	10.56	12.09	11.31	9.14	5.76	23.72	15.46	10.66
Slc2a1	32.58	75.43	147.99	82.06	59.62	53.53	60.47	54.63	29.61	151.82	94.85	94.79
AK037841	1.84	2.04	2.86	3.05	2.75	2.01	3.37	1.36	2.27	3.73	2.63	2.32
Nedd8	324.08	346.12	357.33	297.04	340.44	253.77	364.98	283.41	312.01	330.6	255.82	320.84
Gkn2	0	0	0	0	0	0	0	0	0	0.13	0	0
Tmem217	0	0	0	0	0	0	0	0	0	0	0	0
Igsf8	16	18.95	22.01	13.65	13.53	18.33	14.26	18.32	14.6	26.82	14.7	20.27
Mir3101	0	0	0	0	0	0	0	0	0	0	0	0
DQ562875	0	0	0	0	0	0	0	0	0	0	0	0
Strap	93.4	127.77	116.84	99.7	96.19	73.43	98.77	68.05	77.65	151.98	91.74	90.64
DQ700608	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl17	2.51	3.05	3.24	2.37	2.65	5.67	2.48	3.98	2.21	5.57	4.12	2.86
Krt1	0.19	0.35	0.26	0.11	0.42	35.89	0.41	36.65	0.14	0.22	0.32	0.16
Mir362	0	0	0	0	0	0	0	0	0	0	0	0
Olfr453	0	0	0	0.08	0	0	0	0.08	0	0	0	0
DQ725400	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc142	2.77	4.11	3.73	1.67	2.28	3.6	3	3.16	2.3	3.89	2.48	3.26
AK089008	0.71	1.33	1.49	1	1.05	2.73	0.92	2.11	0.43	2.63	1.92	1.27
Asxl3	2.81	4.1	5.77	3.28	3.2	8.37	3.22	7.32	2.31	8.33	4.41	4.43
Mapk8ip3	14.74	21.09	23.92	15.86	16.31	28.93	17.13	24.98	13.05	28.29	20.03	19.4
Pla2g2a	0	0	0	0	0.05	0	0	0	0	0.25	0.12	0
Ube2v1	53.51	77.29	82.66	63.24	61.09	55.29	65.08	55.82	57.98	103.93	80.99	70.28
Iqca	0.13	0.56	0.34	0.29	0.49	0.52	0.59	0.46	0	0.69	0.97	0.41
Rgs20	0	0.05	0.24	0.53	0.23	0.85	0.1	0.35	0.07	1.24	0.89	0.32
Asgr2	0.22	0	0.06	0.06	0.06	0	0	0.06	0.1	0.15	0	0
Mettl15	4.33	3.51	3.91	3.36	3.01	4.79	2.99	3.45	3.8	4.92	3.25	2.8
DQ688821	0	0	0	0	0	0	0	0	0	0	0	0
DQ563160	0	0	0	0	0	0	0	0	0	0	0	0
Car5b	0.53	1.3	0.9	0.74	1.01	1.49	0.93	1.43	0.49	0.96	0.98	0.61
Sema4g	1.05	3.04	3.55	2.18	2.39	5.36	2.53	4.74	1.23	4.55	2.95	2.91
Rest	25.41	49.58	28.58	23.55	35.56	36.8	38.41	34.87	23.8	42.6	24.91	23.81
Rnf19a	16.46	19.37	16.46	11.99	13.4	19.69	14.93	19.75	15.82	21.77	15.93	13.97
Spatc1	0.03	0	0.04	0	0.07	0	0.04	0	0.04	0	0.2	0.07
Picalm	61.17	73.33	58.76	50.67	54.37	80.94	56.39	65.9	51.56	88.55	53.99	54.16
AK149307	0.76	0.92	0.88	0.84	0.87	1.42	1.22	1.2	0.75	2.27	1.08	1
DQ705088	0	0	0	0	0	0	0	0	0	0	0	0
Jph2	4.64	1.48	2.14	1.28	1.01	1.9	0.89	2.89	7.1	2.39	1.34	1.45
Simc1	5.15	7.56	7.06	4.62	6.52	6.48	6.39	6.12	4.34	10.76	5.49	6.05
Clec3b	0.28	0.09	0.23	0	0.08	0.34	0.15	0.23	0.6	0.29	0.47	0.06
Nod2	0.16	0.1	0.22	0.05	0.43	0.7	0.18	0.4	0.08	0.39	0.15	0.17
AK085632	0.08	0.19	0.21	0.15	0.13	0.4	0.21	0.27	0.13	0.62	0.07	0.25
Nol8	8.69	17.31	14.61	10.24	11.66	8.76	12.52	8.22	7.54	22.71	13.93	10.74
AK016255	1.73	0	0.38	0	0.08	0.29	0.47	0.18	1.34	0	0.7	0.22
Mir7049	0	0	0	0	0	0	0	0	0	0	0	0
AK163440	137.03	100.4	111.57	85.29	82	198.37	91.78	141.55	112.01	157.43	137.45	94.93
Gpr143	0	0.09	0.15	0.08	0	0.13	0.04	0.18	0.07	0	0	0.03
Morc2b	0.02	0	0	0	0.06	0.11	0.04	0.05	0	0.06	0	0
Rnaseh1	16.25	24.03	20.16	14.87	16.73	12.25	16.28	14.21	15.11	25.96	14.96	15.24
AB334950	0	0	0	0	0	0	0	0	0	0	0	0
Mir6991	0	0	0	0	0	0	0	0	0	0	0	0
AK035085	0.09	5.41	4.49	4.74	4.28	7.37	4.03	7.75	0.69	6.16	3.57	4.26
Mir669k	1.87	0	9.91	0	1.26	7.49	2.46	7.58	1.98	6.4	0	1.93
Rps15	1502.48	1140.68	1465.32	1172.82	1358.04	1235.16	1505.01	1337.06	1446.92	1184.8	1418.8	1466.42
Rnf217	11.1	11.43	12.64	8.78	9.08	13.22	8.99	13.4	10.37	21.6	8.64	9.24
Gm18853	0	0	0	0	0	0	0	0	0	0	0.08	0
Chrnb4	0.16	0.25	0.89	0.49	0.19	0.24	0.32	0.19	0.14	1.71	1.15	1.08
Ihh	0.02	0.1	0.37	0.11	0.09	0.38	0.16	0.11	0.05	0.3	0.31	0.2
Pmel	0.28	0.28	0.59	0.85	0.3	3.84	0.36	5.42	0.87	1.34	0.91	0.98
DQ718543	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce1	67.69	52.51	61.37	44.9	52.61	39.14	60.29	45.37	68.57	45.81	44.55	52.23
DQ686833	0	0	0	0	0	0	0	0	0	0	0	0
Aldh3b2	0.05	3.16	0.42	0.22	2.68	4.92	2.54	5.14	0.21	0.55	0.41	0.43
Pxdc1	9.05	4.37	3.41	4.44	2.73	9.74	3.39	13.8	7.44	4.15	3.28	2.68
Mroh4	0	0.03	0	0	0	0	0.01	0	0	0.09	0.05	0
Btbd9	7.47	11.32	11.19	8.07	7.9	13.7	9.74	9.51	8.42	13.22	8.6	7.91
Fam43b	0	0.15	0.06	0.06	0.02	0.13	0.04	0	0	0.15	0.11	0.18
Caap1	10.22	19.02	15.19	13.15	12.51	10.85	13.68	11.37	8.77	19	12.75	13.13
Riok2	18.64	30.56	20.5	17.3	21.42	15.89	22.75	18.43	15.71	24.75	17.91	15.97
DQ698276	0	0	0	0	0	0	0	0	0	0	0	0
DQ710691	0	0	0	0	0	0	0	0	0	0	0	0
Fabp1	0.65	0	0.17	0	0	0	0	0	0	0	0	0.27
AK078446	2.44	1.81	2.21	1.9	1.93	5.49	2.54	2.88	1.51	3	3.44	2.18
Sap18b	101.97	90.06	121.01	92.36	99.43	78.29	108.65	82.95	96.07	88.18	96.85	103.9
Cotl1	64.26	59.5	125.38	93.62	48.35	64.48	49.19	67.72	65.89	148.56	96.24	100.26
Baz2b	14.42	23.19	24.38	16.93	16.77	28.13	17.01	20.24	11.87	37.94	26.26	18.94
F630042J09Rik	0.07	0.48	0.18	0.17	0.27	0.2	0.26	0.29	0.07	0.2	0.05	0.15
Gm14137	0.34	0.69	0.79	0.55	0.63	0.79	0.68	0.71	0.29	0.88	0.94	0.48
Pclo	0.15	0.38	0.63	0.5	0.19	1.96	0.25	1.52	0.15	1.87	1	0.82
9430091E24Rik	0.4	0.97	0.97	0.71	0.81	0.99	0.8	0.86	0.51	1.54	1.24	0.9
AK156980	0.03	0	0.04	0.04	0.13	0	0.04	0.08	0	0.11	0	0.1
DQ555467	0	0	0	0	0	0	0	0	0	0	0	0
X02930	0	0	0	0	0.09	0	0.09	0	0	0	0.7	0
Soga1	10.18	13.52	17.95	10.86	10.38	14.7	10.82	13.38	9.22	27.33	15.68	12.19
Deup1	0.2	0.11	0.11	0.53	0.11	0.51	0.07	0.33	0.25	1.13	1.41	0.33
Sla	1.87	0.69	0.44	0.73	0.62	1.37	0.5	0.97	1.63	0.78	0.94	0.72
DQ714183	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.3	0	0	0	0	0	0.07	0	0.05	0	0.12	0.06	0
Actr3b	1.47	1.14	1.2	1.67	0.87	2.9	1.02	1.89	1.23	2.26	2.16	1.61
Ermap	0.8	2.49	2.36	2.71	1.86	1.9	1.8	0.91	0.49	4.65	2.45	3.03
Olfr691	0	0.19	0.31	0	0.04	0	0.08	0.08	0	0	0.29	0
Olfr1463	0	0	0	0	0	0	0	0	0	0	0	0
Phldb1	25.4	50.37	38.63	29.29	34.28	26.38	36.6	29.45	24.26	58.83	30.79	31.3
4930513O06Rik	0	0	0	0	0.05	0	0	0	0	0.25	0	0
Stk31	0	0.03	0	0	0.03	0	0.08	0.02	0.1	0.08	0.03	0.02
Trim29	0.22	18.25	2.92	2.04	13.65	38.32	14.54	39.67	0.69	4.7	2.47	3.48
Lhx1	0.02	0	1.8	1.09	0.03	0	0.06	0.03	0	3.18	2	2.6
Adpgk	26.09	28.48	26.61	21.3	19.47	19.09	21.74	19.43	21.54	29.27	18.88	21.57
AK015818	1.62	0.58	3.25	2.25	1.41	4.13	0.73	1.19	1.51	3.59	1.79	1.88
Vstm2l	0.24	0	0.53	1.09	0.27	2.81	0.21	3.63	0.04	1.92	0.8	1.16
Mb21d2	7.76	13.65	11.48	8.86	10.03	8.71	10.15	8.76	7.01	17.03	8.22	8.55
Cyp19a1	0	0	0	0	0.06	0.04	0.01	0	0	0	0	0
AK020100	2.88	3.32	3.37	2.42	3.43	5.44	2.9	2.75	2.34	2.62	3.67	3.15
1700003C15Rik	0	0	0	0	0	0	0.05	0	0	0	0.19	0
Cntnap5a	0.01	0.04	0.05	0.12	0.03	0.21	0.01	0.13	0.04	0.05	0.04	0.12
Dennd1a	4.13	7.69	5.69	4.29	4.99	8.06	5.4	7.43	3.79	8.19	5.44	4.57
AK078931	0.17	0	0.56	0.26	0.19	0.33	0.32	0	0	0.87	0.5	0.31
DQ547171	0	0	0	0	0	0	0	0	0	0	0	0
Rgs19	17.4	19.05	18.67	18.82	17.04	21.76	16.72	20.48	18.04	24.36	19.83	14.48
Zfp78	0.65	0.78	0.58	0.38	0.55	0.74	0.42	0.54	0.74	0.61	0.42	0.34
Gfi1b	0.53	0.81	1.4	1.11	0.56	0.19	0.69	0.13	0.17	2.41	1.56	1.9
Prlr	0.09	0.24	0.19	0.18	0.19	0.52	0.25	0.33	0.07	0.38	0.27	0.24
Diaph3	14.6	11.63	13.69	11.89	10.25	17.6	9.54	12.47	10.67	17.23	15.77	9.9
Cd70	0	0	0.09	0.18	0.05	0	0	0	0	0.23	0	0
Drd2	0	0	0.19	0.14	0	0.07	0.02	0.09	0.04	0.36	0.23	0.18
Ly6k	0	0	0	0	0.05	0	0	0.1	0	0	0	0
Tubb4a	0.93	0.46	1.92	3.91	0.64	3.91	0.58	4.98	1.39	3.59	6.1	3.31
Gm14596	0	0	0	0	0	0	0	0	0	0	0	0
Zfp513	7.31	14.8	11.11	8.39	10.58	12.28	11.57	12.24	7.04	17.87	8.39	10.47
Gpn3	24.39	32.65	28.18	19.24	27.4	17.57	28.59	19.71	22.15	29.41	20.93	23.55
Dctn2	83.58	103.86	103.43	92.81	85.49	90.66	90.98	91.56	80.33	115.44	83.68	87.44
Hdac8	9.24	15.15	9.17	5.91	11.07	9.94	11.04	10.91	8.41	9.69	6.45	7.34
AK133807	0.07	0.14	0.1	0.13	0.13	0.15	0.12	0.11	0.11	0.31	0.12	0.09
Arel1	11.17	16.83	15.24	11.92	12.88	14.09	14.32	15.53	9.39	22.48	15.65	13.02
Fxyd2	1.21	2.15	1.17	0.71	1.04	2.21	1.01	1.94	2.22	1.14	0.73	0.45
Tcp11l2	2.98	1.69	1.22	0.71	1.24	5.35	1.85	4.4	2.92	1.47	0.68	0.95
AK138371	0	0	0	0	0.05	0	0.05	0.06	0	0.14	0.07	0
Cfap126	0.54	0.79	0.86	0.7	0.88	0.65	0.53	0.59	0.75	0.93	0.54	0.39
AK143184	0.45	0.73	1.32	0.78	0.58	1.46	0.62	0.59	0.25	0.99	0.62	1.14
Ceacam-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Kti12	19.97	26.81	30.08	20.93	19.76	13.57	21.52	17.33	19.32	34.74	18.34	20.55
AK016027	0	0	0	0	0.07	0	0.14	0	0.11	0.89	0	0
Synj2	2.85	2.43	2.1	1.6	1.76	5.03	1.58	3.91	3.06	2.83	1.8	1.95
DQ542779	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap12	17.69	25.73	22.81	20.09	23.23	25.28	24.28	22.68	15.81	28.27	20.12	20.36
Tecta	0.08	0.02	0.12	0.04	0.06	0.42	0.04	1.26	0.07	0.22	0.07	0.15
Olfr923	0	0	0	0	0.11	0.1	0.03	0.21	0	0.27	0.17	0
Ctsb	47.88	36.1	24.17	24.22	26.78	50.4	28.26	53.39	43.15	25.35	20.73	21.86
DQ696383	0	0	0	0	0	0	0	0	0	0	0	0
4930415O20Rik	0.33	0	0.58	0.28	0.22	0.22	0.29	0.15	0.23	0.19	0.18	0.11
Cd247	0.03	0.41	0.86	0.33	0.36	0.38	0.44	0.65	0.12	1.09	0.85	0.35
BC042761	0	0	0	0	0	0	0	0.25	0.1	0	0	0
Eif2b2	26.95	33.6	38.5	28.3	27.84	20.94	30.24	23.53	25.9	41.85	29.88	32.62
DQ687794	0	0	0	0	0	0	0	0	0	0	0	0
Ifi208	0.37	0.29	0.44	0.39	0.26	0.32	0.43	0.43	0.2	0.6	0.49	0.22
Olfr644	0	0	0	0	0.04	0.6	0	0.16	0	0	0	0
4932438H23Rik	0.02	0	0	0.33	0.12	0.17	0.07	0.08	0.09	0.15	0.36	0.06
Btbd17	0.26	0.49	18.26	13.5	0.22	2.34	0.24	2.1	0.36	20.1	16.24	12.02
Mir7225	0	0	0	0	0	0	0	0	0	0	0	0
DQ721063	0	0	0	0	0	0	0	0	0	0	0	0
Tslp	1.47	0.16	0.26	0.32	0.36	0.59	0.1	0.6	0.88	0.17	0	0.35
Tmem35b	4.19	4.68	3.81	2.46	3.38	3.51	3.39	4.87	4.24	4.09	3.16	3.12
DQ692723	0	0	0	0	0	0	0	0	0	0	0	0
1700040D17Rik	0.23	0	0.68	0.22	0.04	0.57	0.11	0	0	0.58	0.66	0.7
Rcsd1	18.88	8.64	7.25	5.39	6.58	9.78	6.43	9.54	18.54	11.03	4.14	7.53
AK051302	0.09	0.49	0.5	0.37	0.28	0.3	0.26	0.48	0.08	0.87	0.66	0.29
Ippk	10.37	12.06	15.21	10.28	9.96	7.53	9.99	7.85	8.87	17.19	11.01	9.35
Sdhb	147.25	136.88	146.31	118.93	140.83	101.98	148.04	128.6	151.45	129.88	111.03	121.51
DQ550788	0	0	0	0	0	0	0	0	0	0	0	0
Dbndd2	6.19	2.39	2.71	1.68	1.55	4.33	1.6	4.4	6.55	3	1.42	1.88
DQ558121	0	0	0	0	0	0	0	0	0	0	0	0
Cenps	22.08	23.41	27.9	25.34	20.3	15.04	25.04	14.53	19.41	21.44	21.86	21.88
Spast	21.57	37.18	28.97	24.7	27.03	31.4	28.27	29.11	17.32	40.59	25.69	24.06
M26425	0	0	0	0	0	0	0	0	0	0	0	0
Mir99a	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17b	13.6	18.14	24.72	23.46	20.63	17.3	14.17	18.66	14.75	31.32	25.22	22.58
Dyrk1b	5.89	13.57	12.21	10.33	9.88	11.3	10.29	10.55	6.33	19.9	13.54	11.97
Gm5434	0.19	0.43	0.35	0.39	0.28	0.6	0.42	0.41	0.2	0.26	0.44	0.35
Olfr382	0	0	0	0	0	0	0	0	0	0	0	0
Ttc12	1.61	1.47	1.21	1.32	1.18	2.21	1.12	1.31	1.8	1.86	1.85	1.15
DQ698789	0	0	0	0	0	0	0	0	0	0	0	0
Clu	27.67	3.8	1.72	2.53	2.55	21.03	2.95	17.98	23.75	3.04	2.9	2.59
Shmt1	29.18	45.18	42.53	27.97	35.25	16.91	38.06	17.99	24.25	48.62	32.9	30
Lypd4	0	0.08	0.07	0	0.03	0	0	0	0	0	0	0
Poldip3	59.3	89.99	81.13	65.62	64.59	59.3	72.1	59.94	54.94	110.85	65.47	65.78
Gcc2	13.31	14.17	10.66	8.61	10.48	11.8	11.08	10.34	10.69	18.21	10.12	9.04
AK182887	8.29	9.42	12.6	2.13	10.58	19.15	8.6	6.77	10.35	20.8	10.78	6.9
Catsper3	0	0	0	0	0.09	0.18	0.09	0	0.05	0.24	0.08	0
DQ557675	0	0	0	0	0	0	0	0	0	0	0	0
Rbmxl1	132.95	210.54	197.02	161.99	155.44	91.95	170.48	100.57	119.54	249.47	172.37	150.48
Mir466b-3	0	0	0	0	0	0	0	0	0	0	0	0
Uqcc3	25.87	25.12	26.7	21.87	25.23	21.77	28.72	23.29	24.31	23.86	18.89	27.36
Tnnc1	36.31	15.57	15.9	1.85	13.23	78.16	14.99	89	74.95	14.39	0.28	19.92
KY468147	0.17	0.07	0	0.06	0	0.09	0.08	0	0	0.07	0.07	0
Gypc	14.73	10.5	10.42	6.83	9.17	11.49	10.33	11.46	13.08	14.17	6.92	9.64
DQ546316	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp2	7.94	11.1	9.18	8.17	8.09	7.51	9.61	9.45	6.64	12.23	9.12	7.45
2700069I18Rik	0	17.63	3.05	1.73	17.15	4.61	18.75	5.01	0	3.62	1.61	3.68
Rgl1	21.55	15.96	14.34	11.32	11.98	13.92	13.62	14.23	19.79	21.12	12.08	11.85
Zfp689	3.72	6.14	5.07	4.07	4.44	3.63	4.68	4.15	2.97	7.89	5.83	3.85
AK135264	1.65	2.09	2.53	1.46	1.59	1.64	1.73	1.24	1.34	2.17	1.65	1.71
AK086409	1.37	2.88	3.07	2.22	1.74	3.14	1.84	1.9	0.99	4.18	2.88	2.55
1700041M19Rik	0	0	0	0.06	0.1	0	0	0	0	0	0	0.05
Drd1	0	0.14	0.27	0.16	0.11	0.81	0.08	0.44	0.05	0.7	0.14	0.34
AB344442	0	0	0	0	0	0	0	0	0	0	0	0
Gm5935	0	0	0	0	0	0	0	0	0	0	0	0
Zmym2	28	57.58	43.3	34.48	41.17	39.6	42.29	37.03	23.31	61.62	45.22	34.95
FJ188405	0	0	0	0	0	0	0	0	0	0	0	0
Usp19	26.11	42.16	40.49	29.34	31.98	33.11	32.6	32.44	25.31	57.86	33.5	33.98
Mcm3ap	14.85	21.57	20.98	16.77	16.7	16.28	18.05	16.96	12.83	31.61	19.73	17.64
Mxi1	5.88	9.92	8.37	8.17	7.22	8.55	6.58	10.28	6.46	13.22	7.49	7.69
Creb1	20.29	29.88	24.23	19.51	20.47	23.1	22.09	20.15	15.49	35.44	23.57	19.54
Smim14	14.81	12.89	8.04	7.96	10.54	21.33	12.11	19.97	12.69	10.53	6.74	7.63
Zfp653	9.46	11.6	11.65	9.7	8.57	8.38	8.85	7.95	7.64	17.8	10.04	9.86
Prdm5	16.54	17.37	16.27	13.01	13.35	18.47	13.01	14.62	13.59	17.21	14.27	13.26
Tbx3	17.96	18.85	10.43	9.16	13.89	15.32	15.12	12.79	14.83	14.93	6.54	7.71
AK170837	1.13	1.1	2.1	1.05	0.7	2.26	1.07	1.53	0.48	1.78	1.96	1.4
Actn2	2.44	2.46	2.21	0.39	1.97	21.08	2.17	20.4	7.44	2.55	1.05	2.32
Pik3r5	0.47	1.29	1.04	0.82	0.98	1.09	1.2	0.9	0.45	1.8	1.7	0.93
Usf2	27.89	42.94	44.54	37.31	35.16	30.59	35.62	38.17	30.66	59.51	35.32	37.37
Hist1h3h	2469.79	1726.73	2488.4	3108.75	2519.67	1058.39	2584.78	1013.83	2542.29	1369.54	2935.59	3076.59
Btaf1	19.14	27.29	30.61	21.51	19.35	22.65	19.95	18.72	15.9	44.38	26.57	23.78
Hmgb1	684.95	902.46	688.13	496.38	692.76	361.53	712.87	395.51	596.83	768.71	451.47	518.65
Olfr412	0	0	0.08	0	0	0	0	0	0	0	0	0
Exoc5	23.68	34.4	29.01	27.37	23.47	27.47	24	23.54	19.66	40.06	29.3	22.65
Snrk	14.74	14.98	12.64	9.44	11.35	19.31	12.22	17.92	12.76	18.4	10.5	9.88
Coro2b	3.26	1.89	3.28	2.8	1.72	3.77	1.76	3	2.64	4.85	3.87	2.48
Dock1	37.48	34.49	29.92	21.75	26.91	45.61	28.01	38.43	30.35	41.5	27.14	25.74
Olfr642	0	0	0	0	0	0	0	0	0	0	0.1	0
Maml3	6.87	7.7	10.09	5.47	5.41	7.29	5.94	5.83	5.77	16.02	7.98	7.25
DQ554193	0	0	0	0	0	0	0	0	0	0	0	0
Nsun6	4.15	6.56	6.1	4.48	4.34	6.97	4.31	5.08	3.15	6.5	5.75	4.62
AK039693	0	0.07	0.03	0	0	0.05	0.01	0.18	0	0.04	0.19	0.02
Zfp281	20	37.6	31.79	23.27	24.96	20.03	26.8	17.38	17.31	45.23	30.04	26.84
Dysf	3.15	5.84	3.2	1.96	4.21	4.71	4.87	3.64	2.91	4.22	2.35	2.69
DQ562194	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2os2	0	1.24	0.04	0.04	0.72	0.32	1	0.21	0	0	0.1	0.06
DQ717093	0	0	0	0	0	0	0	0	0	0	0	0
DQ551003	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb38	5.98	3.41	3.18	2.34	2.9	5.49	3.02	4.38	4.99	5.86	3.28	2.4
Olfr623	0	0	0	0	0.03	0	0	0	0	0	0	0
Caskin2	7.5	11.19	11.83	8.79	8.13	11.07	8.25	11.35	8.44	15.98	10.39	10.24
DQ721496	0	0	0	0	0	0	0	0	0	0	0	0
A930001C03Rik	0.08	0.48	0.59	0.1	0.26	1.1	0.47	0.27	0.25	0.72	0.47	0.08
Mir8109	0	0	0	0	0	0	0	0	0	0	0	0
Mrps26	54.97	56.08	62.71	55.41	49.55	45.27	53.3	51.63	53	57.37	45.14	52.35
P2ry10	0.17	0.03	0	0	0.12	0.42	0.08	0.13	0.06	0	0.03	0.06
Cnih1	51.63	54.45	58.92	42.28	49.88	50.09	52.17	49.8	45.61	50.09	42.11	47.14
DQ724237	0	0	0	0	0	0	0	0	0	0	0	0
D130009I18Rik	0	0	0.13	0.57	0.02	1.9	0	2.27	0.05	0.08	0.46	0.32
Gm3558	1.97	2.24	4.44	1.59	3.1	1.31	2.53	2.22	0.66	4.43	4.41	8.65
Hoxb9	0.04	3.2	51.21	0.03	2.23	0	2.09	0.03	0.1	55.16	0.08	26.45
Map2k5	10.89	16.23	15.49	12.89	12.43	13.35	12.26	13.23	9.79	21.04	12.91	12.61
AB339930	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1238	0	0	0	0	0.04	0	0	0	0	0.1	0	0
Igbp1b	0	0	0	0	0	0	0	0	0	0	0.13	0
AB350956	0	0	0	0	0	0	0	0	0	0	0	0
Olfr66	0	0	0	0	0	0	0.04	0	0	0.21	0.1	0
DQ546722	0	0	0	0	0	0	0	0	0	0	0	0
DQ543012	0	0	0	0	0	0	0	0	0	0	0	0
4933433H22Rik	0	0	0	0	0.02	0.06	0	0.08	0.03	0	0.1	0
Slc6a21	0	0	0	0	0	0	0.02	0	0	0	0.05	0
Nsun7	0.39	0.67	0.52	0.52	0.3	1.65	0.29	0.78	0.34	0.81	0.54	0.25
DQ705419	0	0	0	0	0	0	0	0	0	0	0	0
Smurf2	26.52	40.44	32.58	23.62	29.68	27.03	29.94	30.36	22.81	47.71	27.45	26.01
Ctdp1	14.07	21.2	23.67	17.4	15.39	13.71	17	12.93	12.17	34.88	19.36	18.02
DQ704842	0	0	0	0	0	0	0	0	0	0	0	0
Mpdu1	41.35	46.46	46.14	38.7	37.52	31.88	39.85	32.61	41.93	41.23	31.04	35
AK220021	2.12	0	1.82	3.75	0	0	2.49	0	1.36	0.91	0	1.36
DQ686061	0	0	0	0	0	0	0	0	0	0	0	0
Trim40	0	0	0	0	0.02	0	0.02	0	0	0.04	0.08	0.03
Npy6r	0	0	0	0.08	0	0	0	0	0.06	0	0.08	0.1
DQ717571	0	0	0	0	0	0	0	0	0	0	0	0
Calcoco2	0.59	1.09	0.8	0.42	0.56	0.42	0.58	0.47	0.57	1.31	1.01	0.56
Gnpat	33.28	39.5	45.18	32.42	30.21	27.04	32.65	26.97	27.79	59.29	40.78	33.08
Adcy1	1.04	2.42	3.34	2.51	1.74	4.47	1.84	4.15	1.29	4.82	2.98	2.74
Mgat1	27.16	23.86	20.48	17.95	18.71	27.7	18.98	28.53	27.33	25.07	17.23	19.05
DQ568672	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1	115.17	152.12	114.1	101.85	123.84	103.92	126.19	107.09	117.04	126.46	92.75	94.51
Sin3b	95.32	93.43	88.95	68.07	86.77	85.14	89.68	99.64	84.76	84.8	66.31	82.04
Ptf1a	0	0.06	1.52	0.51	0.05	0	0	0	0	3.82	1.73	1.82
AK135429	1.38	2.73	3.51	2.2	1.88	6.27	1.94	3.7	0.84	4.81	4.16	2.52
Rhox2f	0	0	0	0	0.1	0	0	0	0	0.13	0.2	0
DQ718419	0	0	0	0	0	0	0	0	0	0	0	0
Pdzd4	14.73	11.63	8.01	8.45	8.15	20.58	8.62	22.61	15.1	11.26	9	7.35
Mir210	0	0	0	0	0	0	0	0	0	0	0	0
FJ541173	0	0	0	0	0	0	0	0	0	0	0	0
Rnf43	4.68	4.67	1.39	1.25	3.25	7.27	4.3	5.97	2.86	2.1	1.06	1.24
DQ689298	0	0	0	0	0	0	0	0	0	0	0	0
Nat2	3.92	3.09	2.69	2.45	2.96	3.8	3.27	4.68	3.75	3.48	3.05	2.36
Gm10823	0	0	0	0	0	0	0	0	0	0	0	0
Wdr93	0.05	0.53	0.06	0.03	0.14	0.05	0.18	0.16	0.02	0.36	0.08	0.1
Klrb1f	0	0	0	0	0.05	0	0.02	0.09	0.07	0.06	0.06	0.04
Ttc7	1.56	2.68	2.16	1.58	1.85	2.96	2.38	3.16	1.1	3.02	2.05	1.49
Mfsd13b	0.11	0	0	0.11	0.17	0.06	0.13	0.12	0.03	0.39	0.19	0.23
Vmn1r222	0	0	0	0	0	0	0	0	0	0	0	0
DQ705130	0	0	0	0	0	0	0	0	0	0	0	0
AK214184	0.71	0	0	1.21	0	0	0.41	0	1.2	0.83	0.24	0
Hist1h1d	2275	1924.71	2668.07	2542.95	1958.15	1193.77	2513.73	1361.51	1960.32	1596.3	2000.96	2099.05
DQ556579	0	0	0	0	0	0	0	0	0	0	0	0
2010106C02Rik	0.64	0.15	0.12	0	0.06	0.36	0.24	0.12	0.29	0.31	0.3	0.84
Lix1l	36.97	24.58	23.91	22.52	18.93	33.74	19.24	33.69	34.7	34.65	24.16	22.38
Krt7	56.53	39.24	20.94	24.3	28.15	16.44	33.16	18.68	57	23.88	19.21	16.66
Hao1	0	0.09	0.03	0.07	0.02	0.11	0	0	0.03	0	0.09	0
DQ721352	0	0	0	0	0	0	0	0	0	0	0	0
Tdgf1	0.06	0	0.11	0.07	0.06	0.44	0	0.71	0.03	0.09	0.18	0.06
